,X,GID,Date,Year,Month,Day,Source,SrcActor,SrcAgent,SOthAgent,Target,TgtActor,TgtAgent,TOthAgent,CAMEO,RootCode,QuadClass,Goldstein,None,Lat,Lon,Geoname,AdminInfo,CountryCode,ID,URL,sourcetxt
964163,964163,1277927_v0.2.0,20150801,2015,8,1,USA,USA,,,JPN,JPN,,,165,16,3,-7,,20.87429,-156.67663,Lahaina,Hawaii,USA,55bd1269421aa9365f35ef2c_2;55bcacb1421aa9365f35ed04_5;55bc728b421aa968c5a37088_5;55bc96d2421aa9364a65030e_4;55bc46e9421aa968ca11f6c6_0,http://article.wn.com/view/2015/08/01/Pacific_Rim_trade_talks_appear_to_hit_snags_3/;http://article.wn.com/view/2015/08/01/Pacific_Rim_Free_Trade_Talks_Fall_Short_of_Deal/;http://article.wn.com/view/2015/08/01/In_TPP_talks_Barack_Obama_loses_battle_against_traditional_t_1/;http://article.wn.com/view/2015/08/01/Pacific_Rim_trade_talks_end_with_no_deal/;http://article.wn.com/view/2015/08/01/Pacific_Rim_free_trade_talks_fail_to_end_in_deal/,wn_americas;wn_asia;wn_world;wn_asia;wn_world
1178241,1178241,1492075_v0.2.0,20151009,2015,10,9,NPL,NPL,,,IND,IND,,,192,19,4,-9.5,,NA,NA,,,,56181afe421aa97ab4ed0273_2,http://www.deccanherald.com/content/505534/sc-asks-centre-explain-detention.html,india_deccanher_news
1728028,1728028,2143585_v1.2.0,20160408,2016,4,8,USAGOV,USA,GOV,,JPN,JPN,,,36,3,1,4,,34.39627,132.45937,Hiroshima-shi,,JPN,5707a54d421aa9569545df1c_2,http://article.wn.com/view/2016/04/08/Kerrys_visit_to_Hiroshima_grabbing_spotlight_at_G7_meeting_b/,wn_asia
205922,205922,516492,20140905,2014,9,5,USAMIL,USA,MIL,,SOMUAF,SOM,,UAF,190,19,4,-10,"AIRSTRIKE,1;NAMED_TERROR_GROUP,1",NA,NA,,,,540a1e50bfd1093a2ba9fdd7_0;540a1995bfd1093a23a9fdad_6,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEX8KyIiHSr8jivmZpj4FfcOhG34A&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778601171590&ei=Oh4KVMjiAeT6wQHKq4HoCg&url=http://abcnews.go.com/International/top-al-shabab-leader-killed-airstrike-pentagon-confirms/story?id%3D25265232;http://article.wn.com/view/WNAT49f2f9b1d8edc48867229f0ffb24c299/,google;wn_world
1429285,1429285,1814411_v0.2.0,20151229,2015,12,29,IRQELIGOVENV,IRQ,,ELI;GOV;ENV,IRQELIGOV,IRQ,,ELI;GOV,10,1,0,0,,24.9056,67.0822,Karachi,Sindh,PAK,56828ba3421aa95919ab9aaf_0,http://article.wn.com/view/2015/12/29/prime_minister_directs_to_implement_recommendations_of_natio/,wn_asia
81725,81725,396782,20140721,2014,7,21,IGOUNOGOV,IGO,,UNO;GOV,QAT,QAT,,,36,3,1,4,,NA,NA,,,,53cc3e01bfd1093bfa325b5f_1,http://newsinfo.inquirer.net/621752/bloody-sunday-as-100-gazans-13-israeli-soldiers-killed,phil_inquirer
1586630,1586630,2002142_v1.2.0,20160223,2016,2,23,CHNMED,CHN,MED,,HKG,HKG,,,30,3,1,4,,NA,NA,,,,56cc999a421aa947ded72b0b_0,http://www.rfa.org/english/news/china/china-bans-hong-kong-fim-awards-show-after-10-years-nominated-02232016113702.html,rfa
1657553,1657553,2073088_v1.2.0,20160316,2016,3,16,GBRBUS,GBR,BUS,,KEN,KEN,,,130,13,3,-4.4,,-1.28333,36.81667,Nairobi,Nairobi,KEN,56e95865421aa948be8499c6_0,http://www.nation.co.ke/business/corporates/Fastjet-increases-Nairobi-flights-despite-profit-warning/-/1954162/3119874/-/fkamuoz/-/index.html,kenya_nation
1081624,1081624,1395430_v0.2.0,20150911,2015,9,11,USAGOV,USA,GOV,,CHN,CHN,,,1053,10,3,-5,,30.06263,31.24967,Cairo,Muḩāfaz̧at al Qāhirah,EGY,55f23b82421aa97b6564734c_6,http://article.wn.com/view/2015/09/11/Islamic_State_Puts_Two_Hostages_Up_For_Sale_LimitedTime_Offe/,wn_politics
345824,345824,637341,20141212,2014,12,12,UKRGOV,UKR,GOV,,AUS,AUS,,,10,1,0,0,,NA,NA,,,,548aa48fbfd1091bd0af7ee4_3;548aa3efbfd1091bd5af7ed8_0,http://article.wn.com/view/2014/12/12/Chinas_Nobel_peace_laureate_sends_message_from_jail_f4/;http://www.theguardian.com/world/2014/dec/12/ukraines-first-casualty-free-day-in-seven-months-shows-sanctions-working,wn_world;guardian_americas
1780106,1780106,2195681_v1.2.0,20160425,2016,4,25,LBY,LBY,,,GRC,GRC,,,50,5,1,3.5,,28,17,Libya,,LBY,571e3525421aa910ede524f9_4,http://www.voanews.com/content/medical-charity-msf-restarts-mediterranean-migrant-rescues/3301543.html,voa_all
1562369,1562369,1977874_v1.2.0,20160216,2016,2,16,IRL,IRL,,,MNCUSA,MNC,,USA,10,1,0,0,,NA,NA,,,,56c36bf6421aa975c9fd5d7b_1,http://article.wn.com/view/2016/02/16/Transaction_in_Own_Shares_Reed_Elsevier_plc/,wn_africa
657524,657524,971192_v0.2.0,20150427,2015,4,27,IGOEUREEC,IGO,,EUR;EEC,UKR,UKR,,,10,1,0,0,"EUROPEAN_UNION,1",50.04606,1.42079,Eu,Haute-Normandie,FRA,553e400b421aa946c057695b_4,http://www.dw.de/eu-ukraine-leaders-to-discuss-reforms-pro-russian-uprising/a-18411260?maca=en-rss-en-all-1573-rdf,dw
57534,57534,372583,20140713,2014,7,13,GRCCOP,GRC,COP,,PHLCVL,PHL,CVL,,10,1,0,0,"SECURITY_SERVICES,24",NA,NA,,,,53c1a324bfd1097299eb408a_3,http://globalnation.inquirer.net/107856/2-cyberporn-den-using-filipino-kids-raided-by-nbi,phil_inquirer
561856,561856,867875_v0.2.0,20150316,2015,3,16,ISRGOV,ISR,GOV,,ISRCVL,ISR,CVL,,46,4,1,7,,31.76904,35.21633,Jerusalem,Jerusalem,ISR,5506f1b0adb86b6f52fbebb3_0,http://www.jpost.com/Israel-Elections/Netanyahu-vows-to-keep-building-at-event-in-Jerusalem-neighborhood-beyond-Green-Line-394075,jpost_front
551748,551748,857764_v0.2.0,20150312,2015,3,12,AZEGOV,AZE,GOV,,IND,IND,,,46,4,1,7,,40.5,47.5,Republic of Azerbaijan,,AZE,550238beadb86b6f4f4d0e04_0,http://article.wn.com/view/2015/03/12/Ilham_Aliyev_attended_the_opening_of_Barda_ASAN_xidmt_region/,wn_politics
1863624,1863624,2279229_v1.2.0,20160525,2016,5,25,CHN,CHN,,,NLDMIL,NLD,MIL,,160,16,3,-4,,NA,NA,,,,5745b84a421aa97eea94e372_4,http://article.wn.com/view/2016/05/25/Suicide_Bomber_Bacon_Butcher_From_Down_Under_Says_Advert_Was/,wn_asia
156497,156497,476430,20140815,2014,8,15,EGY,EGY,,,MEAREBUAF,,REB,UAF,10,1,0,0,"TERROR,32",NA,NA,,,,53edcfa7bfd1092165de249c_4;53edb569bfd1091b414c6938_4,http://feedproxy.google.com/~r/AlAkhbarEnglish/~3/BX8_oPyk2zA/five-killed-protests-anniversary-rabaa-bloodshed;http://www.dailystar.com.lb/News/Middle-East/2014/Aug-15/267332-five-dead-in-egypt-protests-on-rabaa-anniversary.ashx,alakhbar;daily_star_middle_east
1831324,1831324,2246918_v1.2.0,20160514,2016,5,14,GBR,GBR,,,NGA,NGA,,,10,1,0,0,"NAMED_TERROR_GROUP,1",10,8,Federal Republic of Nigeria,,NGA,57372527421aa9296ed60c5c_0;5737a94c421aa95d2dea5c07_4,http://leadership.ng/news/526897/uk-approves-n14bn-assist-nigeria-war-insurgency;http://feeds.reuters.com/~r/Reuters/worldNews/~3/1S9DCckJCW0/us-nigeria-security-uk-idUSKCN0Y50UB,nigeria_leadership;reuters
173454,173454,241386_v0.2.0,20140822,2014,8,22,SEN,SEN,,,TUN,TUN,,,42,4,1,1.9,,49.44452,7.55533,Ramstein-Miesenbach,Rheinland-Pfalz,DEU,53f71d53bfd10918def7a8e7_6,http://article.wn.com/view/2014/08/22/Ebola_crisis_Senegal_closes_Guinea_border/,wn_africa
1724188,1724188,2139744_v1.2.0,20160408,2016,4,8,RUSGOV,RUS,GOV,,RUS,RUS,,,10,1,0,0,,55.75222,37.61556,Moscow,,RUS,57068879421aa96e4a54badb_3,http://www.thestar.com.my/news/world/2016/04/08/russia-styles-itself-lead-mediator-in-nagornokarabakh-conflict/,malstar_world
1063815,1063815,1377616_v0.2.0,20150906,2015,9,6,DEUCVL,DEU,CVL,,SYRREF,SYR,,REF,73,7,2,7.4,"REFUGEES,1",51.5,10.5,Federal Republic of Germany,,DEU,55eca27c421aa954f6a3c80f_3,http://article.wn.com/view/2015/09/06/All_want_to_be_Syrian/,wn_world
525716,525716,685072_v0.2.0,20150303,2015,3,3,MED,,,,USASPY,USA,SPY,,10,1,0,0,,55.75222,37.61556,Moscow,Moskva,RUS,54f64249421aa929565e3018_0;54f6383f421aa921c72df641_1;54f6379b421aa921c72df595_0,http://article.wn.com/view/2015/03/03/Lawyer_NSA_leaker_Edward_Snowden_wants_to_return_home_a/;http://article.wn.com/view/2015/03/03/Lawyer_NSA_leaker_Edward_Snowden_wants_to_return_home_x/;http://article.wn.com/view/2015/03/03/Lawyer_NSA_leaker_Edward_Snowden_wants_to_return_home_n/,wn_world;wn_world;wn_world
1551277,1551277,1966778_v1.2.0,20160212,2016,2,12,HKG,HKG,,,HKGCOP,HKG,COP,,42,4,1,1.9,"VIOLENT_UNREST,1;SECURITY_SERVICES,1",NA,NA,,,,56bd7d92421aa941c7f5bab1_2,http://article.wn.com/view/2016/02/12/Beijing_Offers_Support_For_Hong_Kong_After_New_Year_Violence_a/,wn_world
1611189,1611189,2026709_v1.2.0,20160302,2016,3,2,TJKGOV,TJK,GOV,,PAKMIL,PAK,MIL,,51,5,1,3.4,,30,70,Islamic Republic of Pakistan,,PAK,56d63aaf421aa956bf16761c_2,http://feedproxy.google.com/~r/com/YEor/~3/q9SSKWzts7o/102311-COAS-meets-Tajik-president-defence-minister-CGS,int_the_news_latest
1165196,1165196,1479026_v0.2.0,20151005,2015,10,5,USAMIL,USA,MIL,,AFGMIL,AFG,MIL,,10,1,0,0,"AIRSTRIKE,1",36.72895,68.857,Kunduz,Kunduz,AFG,5612f6f0421aa97b482b2248_1,http://article.wn.com/view/2015/10/05/Afghan_forces_requested_US_airstrike_that_hit_hospital_killi_m/,wn_politics
949936,949936,1263696_v0.2.0,20150727,2015,7,27,IRQ,IRQ,,,SYR,SYR,,,190,19,4,-10,,39.91987,32.85427,Ankara,Ankara,TUR,55b6a7b7421aa95f60409c48_0,http://article.wn.com/view/2015/07/27/Turkey_shells_Syrian_Kurds/,wn_world
494477,494477,653821_v0.2.0,20150220,2015,2,20,BDI,BDI,,,TZA,TZA,,,30,3,1,4,,-3.5,30,Republic of Burundi,,BDI,54e789ffee647946bb925796_2,http://www.nation.co.ke/business/East-Africa-sets-July-deadline-to-harmonise-roaming-rates/-/996/2630658/-/12kb9ow/-/index.html,kenya_nation
1109838,1109838,1423652_v0.2.0,20150920,2015,9,20,AUTMED,AUT,MED,,AUT,AUT,,,10,1,0,0,,NA,NA,,,,55fed98e421aa950b79baadc_5;55fed968421aa94fb164d9c6_4;55fed985421aa94cd06d7172_5,http://hosted2.ap.org/APDEFAULT/cae69a7523db45408eeb2b3a98c0c9c5/Article_2015-09-20-EU--Europe-Migrants-The%20Latest/id-87c85cbe28914c3fabc243744ae026fa;http://www.csmonitor.com/World/2015/0920/Thousands-cross-Austria-Hungary-border;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGiImQC_bN7-fMrlvx-JwvB6gRO9g&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778954068590&ei=n9j-VYjlFc7g3AHCjYSwDw&url=http://www.nytimes.com/aponline/2015/09/20/world/europe/ap-eu-europe-migrants-the-latest.html,ap;csm_world;google
1435094,1435094,1820223_v0.2.0,20160101,2016,1,1,INDCOPGOV,IND,COP,GOV,INDGOV,IND,GOV,,43,4,1,2.8,,28.65381,77.22897,Delhi,National Capital Territory of Delhi,IND,5685f915421aa913eba11015_4,http://article.wn.com/view/WNATf44463af06cb5eabfe75d0cb3a371574/,wn_politics
292371,292371,597468,20141103,2014,11,3,IRQUAF,IRQ,,UAF,IMGMOSISI,IMG,,MOS;ISI,195,19,4,-10,,NA,NA,,,,5458568fbfd1090c889253e4_0,http://www.buenosairesherald.com/article/173834/peshmerga-syrian-rebels-battle-islamic-state-in-besieged-kobani,buenosairesherald
1784478,1784478,2200054_v1.2.0,20160426,2016,4,26,LBY,LBY,,,USAGOV,USA,GOV,,38,3,1,7,,39.19289,-76.72414,Hanover,,USA,571f6c9a421aa90140a3c978_2,http://article.wn.com/view/2016/04/26/Rome_Refutes_Reports_About_Renzis_Plans_to_Ask_Russia_to_Lif/,wn_politics
202733,202733,513302,20140905,2014,9,5,PHL,PHL,,,SYRREB,SYR,REB,,10,1,0,0,"PEACEKEEPERS,2",NA,NA,,,,5409c9f9bfd1092d9921cc3f_0;5409918dbfd109251eecd0b0_0,http://www.sunstar.com.ph/breaking-news/2014/09/05/palace-filipino-forces-golan-heights-made-right-decision-363803;http://rss.sunstar.com.ph/~r/SunStarBreakingNews/~3/EzoAEdF5u6I/palace-filipino-forces-golan-heights-made-right-decision-363803,phil_sunstar_breaking;phil_sunstar_breaking
163875,163875,472211,20140818,2014,8,18,CHNGOV,CHN,GOV,,MED,,,,11,1,0,-0.1,,NA,NA,,,,53f1d392bfd1094334cb1c30_5;53f1b6f6bfd1093bc47e6e03_5,http://www.bangkokpost.com/most-recent/427400/mercedes-benz-accused-of-price-fixing-china-media;http://www.bangkokpost.com/news/world/427400/mercedes-benz-accused-of-price-fixing-china-media,bangkokpost_breaking;thailand_bankokpost
45751,45751,360796,20140708,2014,7,8,CHN,CHN,,,USA,USA,,,112,11,3,-2,,NA,NA,,,,53bbd060bfd1091fca3534a1_6,http://www.bdlive.co.za/world/americas/2014/07/08/kerry-sets-off-for-tough-talks-in-beijing,southaf_busdaily_world
487892,487892,647234_v0.2.0,20150218,2015,2,18,RUSGOV,RUS,GOV,,UKR,UKR,,,871,8,2,9,,50.45466,30.5238,Kiev,,UKR,54e4afe6ee647946bb9247e5_0;54e4afe9ee647946bb9247e7_0,http://www.russiaherald.com/index.php/sid/230357557/scat/723971d98160d438;http://www.russiaherald.com/index.php/sid/230357555/scat/723971d98160d438,bnn_russia;bnn_russia
380206,380206,684905,20150111,2015,1,11,ITA,ITA,,,DEUCVL,DEU,CVL,,173,17,4,-5,"TOURISM,8;PUBLIC_TRANSIT,8",38.24444,21.73444,Pátra,West Greece,Hellenic Republic,54b6d405bfd109696c2bfddb_0;54b6bd29bfd109697e6882b6_0;54b6e802bfd109697e6896bb_0;54b6897cbfd1094fd8444f57_0;54b69cc3bfd1096986f97ddb_0;54b5f70cbfd10936ae6443bb_0;54b6acd2bfd1096986f98623_0;54b63342bfd1094fd844284e_0,http://www.greekherald.com/index.php/sid/229262861/scat/48158b5a5afd369b;http://www.greekherald.com/index.php/sid/229262861/scat/48158b5a5afd369b;http://www.greekherald.com/index.php/sid/229262861/scat/48158b5a5afd369b;http://www.greekherald.com/index.php/sid/229262861/scat/48158b5a5afd369b;http://www.greekherald.com/index.php/sid/229262861/scat/48158b5a5afd369b;http://www.greekherald.com/index.php/sid/229262861/scat/48158b5a5afd369b;http://www.greekherald.com/index.php/sid/229262861/scat/48158b5a5afd369b;http://www.greekherald.com/index.php/sid/229262861/scat/48158b5a5afd369b,bnn_greece;bnn_greece;bnn_greece;bnn_greece;bnn_greece;bnn_greece;bnn_greece;bnn_greece
431917,431917,736633,20150203,2015,2,3,NGA,NGA,,,MED,,,,42,4,1,1.9,"TERROR,2;IED,4",10.28969,11.16729,Gombe,Gombe State,Federal Republic of Nigeria,54cfb899ee6479074159ba4a_0;54cfcd98ee6479074159bdb6_0,http://www.nigeriasun.com/index.php/sid/229903951/scat/8db1f72cde37faf3;http://www.africaleader.com/index.php/sid/229903951/scat/c1ab2109a5bf37ec,bnn_nigeria;bnn_africa
1099308,1099308,1413119_v0.2.0,20150916,2015,9,16,RUSGOV,RUS,GOV,,JPN,JPN,,,42,4,1,1.9,,35.68536,139.75309,Japan,,JPN,55f8bccf421aa9571ffa7178_0,http://www.japantimes.co.jp/news/2015/09/16/national/politics-diplomacy/close-aide-putin-visit-japan-late-month-sources/,japan_times
1210814,1210814,1524657_v0.2.0,20151018,2015,10,18,TUR,TUR,,,IGOEUREEC,IGO,,EUR;EEC,30,3,1,4,,NA,NA,,,,56231bda421aa972265a8b3b_5,http://www.thehindu.com/news/international/world/twelve-refugees-including-children-drown-off-turkish-coast/article7776648.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication,hindu_int
386955,386955,691657,20150112,2015,1,12,USACOP,USA,COP,,USA,USA,,,10,1,0,0,"CYBER_SECURITY,5",39.76,-98.5,United States,,United States,54b967c4bfd1094df0c57811_4;54b94290bfd1094dd397f7c0_4;54b97e9ebfd1094df0c582cf_4;54b9563bbfd1094df0c56dd3_4;54b98f4fbfd1094de6861813_4,http://www.rferl.org/content/us-military-isis-/26790288.html;http://www.rferl.org/content/us-military-isis-/26790288.html;http://www.rferl.org/content/us-military-isis-/26790288.html;http://www.rferl.org/content/us-military-isis-/26790288.html;http://www.rferl.org/content/us-military-isis-/26790288.html,rfe;rfe;rfe;rfe;rfe
275796,275796,583357,20141019,2014,10,19,IMGMOSISI,IMG,,MOS;ISI,SYR,SYR,,,60,6,2,6,,NA,NA,,,,5443044dbfd109392c5681a0_0,http://article.wn.com/view/2014/10/19/Airstrikes_target_Islamic_State_oil_facilities_in_Syria/,wn_world
1136763,1136763,1450585_v0.2.0,20150927,2015,9,27,CUBGOV,CUB,GOV,,USA,USA,,,46,4,1,7,,39.76,-98.5,United States,,USA,56081fc1421aa93a6ff45f42_4;56081fce421aa93abe7a0244_2,http://article.wn.com/view/2015/09/27/Obama_Cubas_President_Raul_Castro_to_hold_meeting_on_sidelin/;http://article.wn.com/view/2015/09/27/Obama_Cubas_President_Raul_Castro_to_meet_in_New_York_y/,wn_politics;wn_world
1448874,1448874,1834008_v0.2.0,20160105,2016,1,5,SYR,SYR,,,IMGMUSISI,IMG,,MUS;ISI,10,1,0,0,,NA,NA,,,,568b82c3421aa91ce2225a91_0,http://www.deccanherald.com/content/521322/100-pakistanis-fled-syria-iraq.html,india_deccanher_news
1668298,1668298,2083836_v1.2.0,20160320,2016,3,20,IMGMUSISI,IMG,,MUS;ISI,IRQ,IRQ,,,194,19,4,-10,,33,44,Republic of Iraq,,IRQ,56ee94ff421aa935eea9fe52_1,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNH-w9GRymrc_b5Au7MdJdkwoAVXZQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779065553223&ei=QpTuVsD_FMjE3gG8mJG4DQ&url=http://www.stripes.com/news/middle-east/us-marine-second-american-killed-in-iraq-in-fight-against-islamic-state-1.400084,google
109024,109024,426303,20140728,2014,7,28,USAGOV,USA,GOV,,MYSCVL,MYS,CVL,,193,19,4,-10,,NA,NA,,,,53d6e6b2bfd1092ba2edc6ed_4;53d6c936bfd109273a8ab6c9_4,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNH3wYM0w4LqslbIfz7TK_9wjygJlw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778568562202&ei=nObWU8CUDuT6mAL89YCAAQ&url=http://www.csmonitor.com/USA/DC-Decoder/2014/0728/Ukraine-crisis-How-far-will-Obama-go-to-get-Russia-to-back-down-video;http://www.csmonitor.com/USA/DC-Decoder/2014/0728/Ukraine-crisis-How-far-will-Obama-go-to-get-Russia-to-back-down,google;csm_usa
501225,501225,660571_v0.2.0,20150221,2015,2,21,IGOUNO,IGO,,UNO,BLR,BLR,,,13,1,0,0.4,,53.9,27.56667,Minsk,Horad Minsk,BLR,54e8d817ee647946aa4ab9cc_4,http://www.russiaherald.com/index.php/sid/230456297/scat/723971d98160d438,bnn_russia
750120,750120,1063817_v0.2.0,20150525,2015,5,25,UKROPP,UKR,OPP,,UKR,UKR,,,10,1,0,0,,48.56705,39.31706,Luhansk,,UKR,55631ff4421aa95f449f69a2_3,http://www.csmonitor.com/World/Europe/2015/0525/In-tiny-Moldova-hints-of-a-federalized-Ukraine-s-future,csm_world
655267,655267,968934_v0.2.0,20150426,2015,4,26,ISR,ISR,,,PSE,PSE,,,173,17,4,-5,,31.5,34.75,State of Israel,,ISR,553cdc35421aa948d644461d_2,http://www.menafn.com/1094190980/Israel-detains-Palestinian-near-Gaza-borderx?src=RSS,menafn_palestine
651772,651772,965437_v0.2.0,20150423,2015,4,23,RUSELI,RUS,,ELI,NGAELIGOV,NGA,,ELI;GOV,10,1,0,0,,NA,NA,,,,55398458421aa93b74f6d330_2,http://dailyindependentnig.com/2015/04/sustain-existing-contracts-construction-industry-ccessa-tells-buhari/,nigeria_dailyindependent
858913,858913,1172644_v0.2.0,20150628,2015,6,28,DEUGOVMED,DEU,GOV,MED,FRAGOV,FRA,GOV,,10,1,0,0,,NA,NA,,,,558ff484421aa9478e661725_4,http://article.wn.com/view/2015/06/28/Ukraine_look_to_keep_it_in_the_family_EAA_European_Athletic_/,wn_africa
1034342,1034342,1348132_v0.2.0,20150827,2015,8,27,IRQ,IRQ,,,IMGMUSISI,IMG,,MUS;ISI,1823,18,4,-10,"SUICIDE_ATTACK,2",33.34058,44.40088,Baghdad,,IRQ,55df01da421aa9613a54c3da_0;55ded52b421aa9613a54b8dd_0,http://america.aljazeera.com/articles/2015/8/27/iraqi-army-generals-killed-in-isil-suicide-bombing.html;http://article.wn.com/view/2015/08/27/2_Iraqi_army_generals_killed_in_IS_suicide_bombing_n2/,aljazeera;wn_world
958906,958906,1272669_v0.2.0,20150731,2015,7,31,USAMIL,USA,MIL,,CHN,CHN,,,112,11,3,-2,,39.9075,116.39723,Beijing,Beijing Shi,CHN,55bbae4a421aa9364a64fe90_2;55bb6cd7421aa968c5a36b26_2,http://article.wn.com/view/2015/07/31/US_Beating_Drums_Over_Chinese_Threat/;http://article.wn.com/view/2015/07/31/Russia_and_China_set_to_counter_USled_Asia_Pivot_in_the_Paci/,wn_politics;wn_world
1572966,1572966,1988474_v1.2.0,20160219,2016,2,19,ARMGOV,ARM,GOV,,ARM,ARM,,,42,4,1,1.9,,40.25,45,Republic of Armenia,,ARM,56c71f60421aa947ffc3ba94_4,http://www.buenosairesherald.com/article/209090/pope-to-visit-armenia-in-september,buenosairesherald
964488,964488,1278253_v0.2.0,20150801,2015,8,1,USA,USA,,,QAT,QAT,,,42,4,1,1.9,,NA,NA,,,,55bd03df421aa968c00eb593_4;55bd03d8421aa968c5a37394_5;55bcc9ca421aa93645bf682c_2,http://article.wn.com/view/2015/08/01/John_Kerry_in_Egypt_on_first_leg_of_Mideast_tour/;http://article.wn.com/view/2015/08/01/Kerry_in_Cairo_for_Egypt_security_talks/;http://article.wn.com/view/2015/08/01/Top_Russian_US_and_Saudi_diplomats_to_meet_in_Qatar_yc/,wn_world;wn_mideast;wn_world
402459,402459,707167,20150123,2015,1,23,PAK,PAK,,,IGOUNO,IGO,,UNO,100,10,3,-5,,24.9056,67.0822,Karachi,Sindh,Islamic Republic of Pakistan,54c46f39ee647954330a33a7_0,http://feedproxy.google.com/~r/pakistan-news-newspaper-daily-english-online/24hours-news/~3/juUVIvTxWp0/demonstrations-continue,nation_news
1218839,1218839,1581888_v0.2.0,20151022,2015,10,22,IND,IND,,,INDJUD,IND,JUD,,43,4,1,2.8,,9.91735,78.11962,Madurai,State of Tamil Nādu,IND,5628f26d421aa91b5a9d64f5_3,http://article.wn.com/view/2015/10/22/Woman_Acussed_of_Recruiting_Juvenile_Sex_Workers_in_Court/,wn_africa
185408,185408,495970,20140828,2014,8,28,USAGOV,USA,GOV,,RUS,RUS,,,42,4,1,1.9,,NA,NA,,,,53ffad34bfd1090f54e4ff97_1,http://article.wn.com/view/2014/08/28/Renzi_tells_Putin_that_current_situation_in_Ukraine_is_unacc/,wn_europe
885928,885928,1199667_v0.2.0,20150707,2015,7,7,NGAGOV,NGA,GOV,,NGAUAF,NGA,,UAF,42,4,1,1.9,"TERROR,1",NA,NA,,,,559c31b1421aa935509dd098_3,http://www.punchng.com/news/fg-plans-military-operation-to-stop-herdsmen-farmers-clashes/,nigeria_thepunch
1762870,1762870,2178439_v1.2.0,20160420,2016,4,20,IRQELIGOV,IRQ,,ELI;GOV,USALEG,USA,,LEG,10,1,0,0,,39.76,-98.5,United States,,USA,57171a9d421aa9741d74a784_0;571746db421aa909e9bb2646_1;5717919c421aa92871991068_3,http://www.deccanherald.com/content/541592/modi-expected-visit-us-june.html;http://article.wn.com/view/2016/04/20/Parents_of_abducted_kids_seek_justice_from_US_President_Bara/;http://article.wn.com/view/2016/04/20/Nepal_President_Bidhya_Devi_Bhandari_To_Visit_India_From_May/,india_deccanher_news;wn_world;wn_world
1847627,1847627,2263226_v1.2.0,20160519,2016,5,19,NGAELI,NGA,,ELI,USA,USA,,,10,1,0,0,,39.76,-98.5,United States,,USA,573d1c76421aa9565571c937_4,http://sunnewsonline.com/change-has-come/,nigeria_sunnews
1772146,1772146,2187717_v1.2.0,20160421,2016,4,21,GBRMED,GBR,MED,,USABUS,USA,BUS,,10,1,0,0,,51.50853,-0.12574,London,England,GBR,5719652f421aa94ebe85291f_0,http://www.livemint.com/Consumer/zEch1DIaUVR1mkjhFQSFPM/Daily-Mail-says-may-seek-partners-to-bid-for-Yahoo.html,india_mint_homepage
1834428,1834428,2250023_v1.2.0,20160516,2016,5,16,SGP,SGP,,,MYS,MYS,,,43,4,1,2.8,,1.36667,103.8,Republic of Singapore,,SGP,57393654421aa96e3aafddc4_4,https://asiancorrespondent.com/2016/05/malaysians-alert-first-zika-case-singapore/,asiancorrespondent
1591486,1591486,2007000_v1.2.0,20160225,2016,2,25,AUSGOV,AUS,GOV,,PNG,PNG,,,173,17,4,-5,,-0.517,166.933,Nauru,,NRU,56cebe04421aa9163e371d73_5,http://rss.nytimes.com/c/34625/f/642565/s/4dd6e065/sc/24/l/0L0Snytimes0N0C20A160C0A20C250Copinion0Cprivate0Eprisons0Eare0Ecashing0Ein0Eon0Erefugees0Edesperation0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm,nyt
1352570,1352570,1717879_v0.2.0,20151130,2015,11,30,USAGOVDEVMED,USA,GOV,DEV;MED,USA,USA,,,10,1,0,0,"FOREIGN_AID,1",30,70,Islamic Republic of Pakistan,,PAK,565badd4421aa942e90cafb7_1,http://feedproxy.google.com/~r/dawn-news/~3/B0_DW2ej2ak/usaid-to-host-investment-conference-on-clean-energy,dawn_pk
420655,420655,732145,20150128,2015,1,28,USA,USA,,,RUSSPY,RUS,SPY,,74,7,2,8.5,,42.35843,-71.05977,Boston,,United States,54c8b239ee64792a5af88e43_1,http://www.csmonitor.com/USA/Latest-News-Wires/2015/0126/Three-Russians-charged-as-spies-in-NYC-video,csm_usa
1797974,1797974,2213555_v1.2.0,20160501,2016,5,1,GBR,GBR,,,IMGMUSISI,IMG,,MUS;ISI,171,17,4,-9.2,"ORGANIZED_CRIME,1",NA,NA,,,,5725567c421aa925e4c2048e_0,http://article.wn.com/view/2016/05/01/Gang_Stripped_British_Pensioners_of_Million_Euros_for_Daesh/,wn_europe
