,X,GID,Date,Year,Month,Day,Source,SrcActor,SrcAgent,SOthAgent,Target,TgtActor,TgtAgent,TOthAgent,CAMEO,RootCode,QuadClass,Goldstein,None,Lat,Lon,Geoname,AdminInfo,CountryCode,ID,URL,sourcetxt
943523,943523,1257281_v0.2.0,20150726,2015,7,26,ISRCOP,ISR,COP,,ISR,ISR,,,190,19,4,-10,"SECURITY_SERVICES,1",31.76904,35.21633,Jerusalem,,ISR,55b4af63421aa95f3abbcbb9_0,http://voiceofvienna.org/?p=41063,austria_voice
924946,924946,1238697_v0.2.0,20150717,2015,7,17,IRN,IRN,,,AUTLEG,AUT,,LEG,42,4,1,1.9,,48.20849,16.37208,Vienna,Wien,AUT,55a9c431421aa95f0eef25d9_4,http://article.wn.com/view/2015/07/17/The_Deal_That_Didnt_Deliver_Republican_Party/,wn_politics
1197796,1197796,1511636_v0.2.0,20151015,2015,10,15,RUSMILUAF,RUS,MIL,UAF,SYR,SYR,,,42,4,1,1.9,,39.76,-98.5,United States,,USA,561f4c87421aa97adc2936f0_2,http://article.wn.com/view/2015/10/15/Russian_jet_reportedly_approached_US_aircraft_to_identify_it/,wn_politics
914055,914055,1227803_v0.2.0,20150716,2015,7,16,PRT,PRT,,,AGO,AGO,,,60,6,2,6,,-8.83682,13.23432,Luanda,Luanda Province,AGO,55a75302421aa90a01ba7f1f_3,http://article.wn.com/view/2015/07/16/FIFA_Official_Delighted_With_Afa_Work/,wn_africa
762352,762352,1076053_v0.2.0,20150530,2015,5,30,USAGOV,USA,GOV,,PHL,PHL,,,10,1,0,0,,26.5208,50.02452,Al Qaţīf,,SAU,5569ca48421aa9309011fd81_0,http://www.mb.com.ph/no-filipino-casualty-in-saudi-blasts-dfa/,mb
1349801,1349801,1715109_v0.2.0,20151129,2015,11,29,IRQELIGOV,IRQ,,ELI;GOV,SGPCVL,SGP,CVL,,61,6,2,6.4,,NA,NA,,,,565a6d13421aa97244f34a5a_1;565af6e6421aa9187820b47c_2,http://www.thehindu.com/news/international/singapore-prime-minister-lee-pays-tribute-to-sikh-community/article7929633.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication;http://article.wn.com/view/2015/11/29/singapore_pm_lee_hsien_loong_promises_8216consistent_support/,hindu_int;wn_world
116673,116673,433955,20140801,2014,8,1,CHN,CHN,,,VNM,VNM,,,60,6,2,6,,NA,NA,,,,53db91c1bfd10960768652f4_2;53db91dcbfd10960788652f9_2,http://www.bangkokpost.com/most-recent/423642/philippines-to-table-seas-rows-action-plan;http://www.bangkokpost.com/news/asia/423642/philippines-to-table-seas-rows-action-plan,bangkokpost_breaking;thailand_bankokpost
222083,222083,309916_v0.2.0,20140916,2014,9,16,CUB,CUB,,,SLE,SLE,,,10,1,0,0,,NA,NA,,,,54186630bfd1097375eb0222_2,http://cyprus-mail.com/2014/09/16/obama-to-deploy-3000-troops-as-ebola-crisis-worsens/,cyprus_mail
768196,768196,1081899_v0.2.0,20150601,2015,6,1,SAU,SAU,,,SAUEDU,SAU,EDU,,10,1,0,0,"SCHOOLS,1",25,45,Kingdom of Saudi Arabia,,SAU,556ca9be421aa973bf1362e2_5,http://article.wn.com/view/2015/06/01/Archive_Takes_Charge_of_Foreign_Ministrys_Depository/,wn_africa
1030790,1030790,1344579_v0.2.0,20150826,2015,8,26,GBRIMY,GBR,,IMY,MCO,MCO,,,57,5,1,8,,32.33022,-64.74003,Bermuda,,BMU,55ddc1b1421aa95339218756_5;55ddde6a421aa95dd96a94c9_4;55dddf91421aa95e23b06733_4;55ddb13f421aa94d7b08bbaf_4,http://www.thehindu.com/news/national/black-money-fight-india-seychelles-sign-info-exchange-pact/article7583071.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication;http://dc.asianage.com/india/black-money-fight-india-seychelles-sign-info-exchange-pact-196;http://www.livemint.com/Politics/nm4lgIAQPDHjZtxrU4XS5I/Black-money-fight-India-Seychelles-sign-info-exchange-pact.html;http://www.asianage.com/india/black-money-fight-india-seychelles-sign-info-exchange-pact-196,hindu_nat;asianage_india;india_mint_econpol;asianage_india
591995,591995,898025_v0.2.0,20150325,2015,3,25,PSECVL,PSE,CVL,,PSEGOV,PSE,GOV,,40,4,1,1,,NA,NA,,,,551413a1421aa9557fbe2bf5_0,http://www.jpost.com/Middle-East/Palestinian-children-protest-arrival-of-PA-Prime-Minister-Hamdallah-in-Gaza-395086,jpost_me
704445,704445,1012241_v0.2.0,20150512,2015,5,12,RUS,RUS,,,IRN,IRN,,,10,1,0,0,,39.76,-98.5,United States,,USA,5551c2c8421aa94cd78872ff_1,http://www.nzherald.co.nz/world/news/article.cfm?c_id=2&objectid=11447491&ref=rss,nzherald_world
1794676,1794676,2210255_v1.2.0,20160429,2016,4,29,INDGOV,IND,GOV,,IRQELIGOV,IRQ,,ELI;GOV,10,1,0,0,"CORRUPTION,1",NA,NA,,,,57239206421aa9041cfe8385_1,https://in.news.yahoo.com/bjp-congress-again-duel-over-agustawestland-shah-targets-164203199.html,yahoo_india
1088589,1088589,1402397_v0.2.0,20150913,2015,9,13,DEU,DEU,,,GBR,GBR,,,60,6,2,6,,51.5,10.5,Federal Republic of Germany,,DEU,55f59cd0421aa97b46b81311_3;55f54ca4421aa97bbabf219e_0,http://feedproxy.google.com/~r/DailyNewsEgypt/~3/1DzLpCCykEo/;http://article.wn.com/view/2015/09/13/Olympic24_Porter_wins_at_Great_North_CityGames_Taylor_going_/,egypt_dailynews;wn_africa
1843407,1843407,2259005_v1.2.0,20160518,2016,5,18,USAMIL,USA,MIL,,MMRBUS,MMR,BUS,,85,8,2,7,,21,96,Union of Burma,,MMR,573c0d4a421aa97a3a4e35c6_0,http://www.scmp.com/news/asia/southeast-asia/article/1946739/us-lifts-more-sanctions-myanmar-help-economic-growth,china_scmp_asia
146548,146548,463841,20140813,2014,8,13,RUS,RUS,,,BLRGOV,BLR,GOV,,43,4,1,2.8,,NA,NA,,,,53ea73b9bfd10946cf77dc1b_2,http://www.sptimes.ru/story/40528,russia_stpetersburgtimes
474532,474532,633871_v0.2.0,20150213,2015,2,13,AUSMUSUAF,AUS,,MUS;UAF,IRQ,IRQ,,,43,4,1,2.8,"TERROR,2",-27.46794,153.02809,Brisbane,,AUS,54e0aa56ee647946aa4a8be2_2,http://article.wn.com/view/2015/02/13/PM_summons_Delhi_Police_Commissioner_B_S_Bassi_expresses_ang/,wn_politics
1829288,1829288,2244881_v1.2.0,20160513,2016,5,13,NGOHRIGOVGOVHRI,NGO,,HRI;GOV;GOV;HRI,MED,,,,110,11,3,-2,,NA,NA,,,,5735a7ea421aa922695e9abf_2,http://www.thestar.com.my/news/world/2016/05/13/german-parliament-approves-algeria-morocco-and-tunisia-as-safe/,malstar_world
912079,912079,1225826_v0.2.0,20150714,2015,7,14,KOR,KOR,,,PRKMIL,PRK,MIL,,10,1,0,0,,36.5,127.75,Republic of Korea,,KOR,55a497a7421aa909d56e5ee5_2,http://article.wn.com/view/2015/07/14/NYU_student_detained_in_North_Korea_hopes_for_quick_release_h/,wn_world
591918,591918,897948_v0.2.0,20150325,2015,3,25,POL,POL,,,POLCHRCTHREL,POL,,CHR;CTH;REL,172,17,4,-5,,NA,NA,,,,551413c4421aa95575a39d81_0,http://feedproxy.google.com/~r/pakistan-news-newspaper-daily-english-online/24hours-news/~3/OzLXDMYAtHI/polish-priest-jailed-for-seven-years-over-child-sex-abuse,nation_news
545495,545495,851509_v0.2.0,20150311,2015,3,11,GBRGOV,GBR,GOV,,USAGOV,USA,GOV,,190,19,4,-10,,37.566,126.9784,Seoul,Seoul,KOR,54ffe728adb86b6f55f06e10_0,http://yonhapnews.feedsportal.com/c/35025/f/647118/s/4442e845/sc/8/l/0Lapp0Byonhapnews0Bco0Bkr0CYNA0CBasic0CSNS0Cr0Baspx0Dc0FAEN20A150A310A0A0A830A0A3150Gsource0Frss/story01.htm,skorea_yonhap_sk
634514,634514,948171_v0.2.0,20150416,2015,4,16,COLREB,COL,REB,,USASPY,USA,SPY,,60,6,2,6,"NAMED_TERROR_GROUP,1",NA,NA,,,,552f2ec2421aa96fdab58515_1,http://article.wn.com/view/2015/04/16/Colombia_to_resume_bombing_FARC_rebels_y/,wn_world
845993,845993,1159720_v0.2.0,20150625,2015,6,25,NPLGOV,NPL,GOV,,CHN,CHN,,,51,5,1,3.4,,35,105,People’s Republic of China,,CHN,558b499e421aa91300da4555_1,http://news.xinhuanet.com/english/2015-06/24/c_134353196.htm,xinhua
1288366,1288366,1653658_v0.2.0,20151113,2015,11,13,RUSGOV,RUS,GOV,,USAMIL,USA,MIL,,112,11,3,-2,,39.76,-98.5,United States,,USA,5646171a421aa9390334a03e_1;5645f9d3421aa931fe07da10_1,http://www.todayszaman.com/world_world_putin-says-russia-has-struck-targets-identified-by-free-syrian-army_404253.html;http://www.thestar.com.my/News/World/2015/11/13/Putin-says-Russia-has-struck-targets-identified-by-Free-Syrian-Army,zaman;malstar_world
1505848,1505848,1891002_v0.2.0,20160126,2016,1,26,PSE,PSE,,,IGOUNO,IGO,,UNO,46,4,1,7,,NA,NA,,,,56a802e0421aa95f1bfdcc47_2;56a7ed07421aa955124f067f_1;56a7fb99421aa95f1db8bc6e_1;56a7fb9c421aa95f0b3e2992_0,http://article.wn.com/view/2016/01/26/netanyahu_says_un_chief_aposencouraging_terror_apos_after_we/;http://article.wn.com/view/2016/01/26/Israel_s_Netanyahu_says_UN_s_Ban_encourages_terror/;http://article.wn.com/view/2016/01/26/News24com_Ban_asks_Israel_to_freeze_settlementbuilding/;http://article.wn.com/view/2016/01/26/United_Nations_Chief_Takes_Aim_At_Israel_Over_New_Settlement/,wn_world;wn_world;wn_world;wn_world
233847,233847,543640,20140921,2014,9,21,GBRGOV,GBR,GOV,,GBRLEG,GBR,,LEG,10,1,0,0,,NA,NA,,,,541e6d7fbfd10969d40482c3_2,http://article.wn.com/view/2014/09/21/22_09_2014_Information_Commissioner_probe_after_Welsh_Govern/,wn_politics
1429546,1429546,1814673_v0.2.0,20151230,2015,12,30,AFG,AFG,,,UZB,UZB,,,10,1,0,0,,35.5834,67.61468,Aymāq,,AFG,5683339f421aa9166cb7c09e_1;5683a891421aa93ed305a9c6_1;568399e1421aa93ed305a992_1;56832501421aa9166cb7c067_1;56837cbb421aa934280cb295_1,http://article.wn.com/view/2015/12/30/Afghan_Emigration_to_Europe_Seen_as_Setback/;http://article.wn.com/view/2015/12/30/Afghan_Interior_Ministry_Says_22_Militants_Killed_in_24_Hour/;http://article.wn.com/view/2015/12/30/Afghan_National_Police_Foil_Terrorist_Attacks_in_Maidan_Ward/;http://article.wn.com/view/2015/12/30/Afghan_police_refuse_to_fight_Taliban_in_southern_district/;http://article.wn.com/view/2015/12/30/Afghan_accused_of_US_soldier_bribes/,wn_asia;wn_asia;wn_asia;wn_asia;wn_world
527925,527925,833933_v0.2.0,20150305,2015,3,5,RUSGOV,RUS,GOV,,RUSMIL,RUS,MIL,,72,7,2,8.3,,49,32,Ukraine,,UKR,54f85e0f421aa932353f261d_0,http://article.wn.com/view/2015/03/05/Disasters_Have_Same_Human_Impact_As_Tuberculosis_UN/,wn_africa
1545874,1545874,1961374_v1.2.0,20160210,2016,2,10,USAGOVGOVAGR,USA,GOV,GOV;AGR,USAGOVCOPGOVAGR,USA,GOV,COP;GOV;AGR,84,8,2,7,,NA,NA,,,,56bbd337421aa92a2b623620_2,http://america.aljazeera.com/articles/2016/2/10/federal-government-sues-ferguson-missouri.html,aljazeera
838446,838446,1152171_v0.2.0,20150623,2015,6,23,GBRGOV,GBR,GOV,,GBR,GBR,,,41,4,1,1,,35,38,Syrian Arab Republic,,SYR,558943f1421aa974dad79cd1_0,http://www.bbc.co.uk/news/world-europe-33240236,
1761258,1761258,2176827_v1.2.0,20160420,2016,4,20,USALEG,USA,,LEG,USAEDU,USA,EDU,,36,3,1,4,"POSTSECONDARY_EDUCATION,1",29.65163,-82.32483,Gainesville,Florida,USA,5716f55c421aa96a3f5262f6_0,http://article.wn.com/view/2016/04/20/PresidentDesignate_Negron_Visits_UNF_UF_UCF_on_State_Univers/,wn_politics
1330112,1330112,1695415_v0.2.0,20151124,2015,11,24,IRQELIGOV,IRQ,,ELI;GOV,PAKGOVCVL,PAK,GOV,CVL,10,1,0,0,,33,66,Islamic Republic of Afghanistan,,AFG,56540806421aa94e4442c4d8_0,http://www.tolonews.com/en/afghanistan/22494-pakistan-again-offers-help-for-afghan-reconciliation,tolo
1360586,1360586,1725897_v0.2.0,20151203,2015,12,3,IND,IND,,,NPL,NPL,,,16,1,0,3.4,,22,79,Republic of India,,IND,5660b635421aa90fbf575de0_3,http://www.telegraphindia.com/1151204/jsp/nation/story_56617.jsp,india_telegraph_nation
1309790,1309790,1675087_v0.2.0,20151119,2015,11,19,IGOUNOHLHWHO,IGO,,UNO;HLH;WHO,KWT,KWT,,,10,1,0,0,,29.5,47.75,State of Kuwait,,KWT,564d8b92421aa921ea968562_0,http://www.menafn.com/1094434918/Barring-public-health-services-will-hurt-expatriates-most--Taxing-income-unfair-harsh?src=RSS,menafn_kuwait
1624872,1624872,2040397_v1.2.0,20160306,2016,3,6,ESP,ESP,,,PSEGOVMED,PSE,GOV,MED,30,3,1,4,,31.92157,35.20329,Palestine,,PSE,56dc07d2421aa9745d164d71_4,https://in.news.yahoo.com/real-madrid-host-survivor-duma-arson-095003362.html,yahoo_india
1156538,1156538,1470365_v0.2.0,20151003,2015,10,3,KENJUD,KEN,JUD,,KEN,KEN,,,124,12,3,-5,,1,38,Republic of Kenya,,KEN,560f9892421aa97ac7ac39e1_0,http://www.nation.co.ke/news/Court-declines-to-stop-recruitment-of-LSK-boss/-/1056/2896594/-/a5ytm4/-/index.html,kenya_nation
937339,937339,1251094_v0.2.0,20150724,2015,7,24,PAK,PAK,,,AUT,AUT,,,10,1,0,0,"OIL,1",48.20849,16.37208,Vienna,,AUT,55b12f17421aa95f35d7256c_5,http://www.chinapost.com.tw/asia/pakistan/2015/07/24/441491/Iran-nuclear.htm,chinapost_asia
415053,415053,726542,20150123,2015,1,23,NPLCVL,NPL,CVL,,USAMIL,USA,MIL,,10,1,0,0,,39.76,-98.5,United States,,United States,54c8b0c9ee64792a2c1fbd1a_2,http://www.ipsnews.net/2015/01/u-s-may-soon-stand-alone-opposing-childrens-treaty/?utm_source=rss&utm_medium=rss&utm_campaign=u-s-may-soon-stand-alone-opposing-childrens-treaty,ips_gender
1329031,1329031,1694333_v0.2.0,20151123,2015,11,23,MNCDEU,MNC,,DEU,GBR,GBR,,,30,3,1,4,,51.50853,-0.12574,London,England,GBR,5652c0b3421aa976938c6f63_2,http://article.wn.com/view/2015/11/23/Italy_plans_bad_bankstyle_debt_cleanup/,wn_world
1223433,1223433,1586484_v0.2.0,20151023,2015,10,23,FRA,FRA,,,USA,USA,,,10,1,0,0,,NA,NA,,,,562a5baa421aa91b86a8d461_2,http://article.wn.com/view/2015/10/23/Jeremy_Renner_Fronts_Re_my_Martin_Campaign_Lowe_Partners_Wor/,wn_europe
1611346,1611346,2026866_v1.2.0,20160302,2016,3,2,HUNGOV,HUN,GOV,,HUNBUSMED,HUN,BUS,MED,10,1,0,0,,NA,NA,,,,56d6efc8421aa91479cfd408_0,http://bbj.hu/economy/resolution-calls-to-support-the-dairy-industry_112385,hungary_budbusjourn
700459,700459,1008254_v0.2.0,20150511,2015,5,11,USAGOVJUD,USA,GOV,JUD,IND,IND,,,42,4,1,1.9,"CIVIL_SOCIETY,2",NA,NA,,,,5550e3a4421aa93ff581ebcb_4;5550e398421aa93f4b85e5cb_4,http://feeds.hindustantimes.com/~r/HT-Indore/~3/4wFFABAw_BI/article1-1346181.aspx;http://feeds.hindustantimes.com/~r/HT-Bhopal/~3/4wFFABAw_BI/article1-1346181.aspx,hindustan_indore;hindustan_bhopal
579592,579592,885617_v0.2.0,20150322,2015,3,22,NGA,NGA,,,NERCRMCVL,NER,CRM,CVL,10,1,0,0,"ID_IMMIGRATION,2",9.61389,6.55694,Minna,Niger State,NGA,550f2b3fadb86b6f40472e0e_0;550f3614adb86b6f575e25ae_0,http://www.punchng.com/news/nis-deports-201-illegal-immigrants-from-niger/;http://leadership.ng/news/419529/nis-deports-201-illegal-immigrants-from-niger-official,nigeria_thepunch;nigeria_leadership
1827896,1827896,2243488_v1.2.0,20160513,2016,5,13,MNCUSA,MNC,,USA,USAGOVBUS,USA,GOV,BUS,10,1,0,0,,NA,NA,,,,5735ff9c421aa941339365ca_3,http://article.wn.com/view/2016/05/13/ECB_Met_With_Goldman_Sachs_and_Peers_Before_March_Stimulus_B/,wn_world
558617,558617,864635_v0.2.0,20150315,2015,3,15,SYR,SYR,,,USAMIL,USA,MIL,,100,10,3,-5,,35,38,Syrian Arab Republic,,SYR,5505b883adb86b6f3e2e782e_6,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEe9WWXeUfLxEMvFhU3wsSGGx8kTA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778769713316&ei=eLgFVaHxOM_E3QGhoYOwBA&url=http://www.cnn.com/2015/03/15/politics/john-kerry-negotiate-assad-syria/,google
68478,68478,383531,20140717,2014,7,17,ISR,ISR,,,PSEGZACVL,PSE,,GZA;CVL,80,8,2,5,,NA,NA,,,,53c7d75ebfd1095d35171f3b_5,http://article.wn.com/view/2014/07/17/Gazans_flock_to_banks_and_shops_during_brief_ceasefire/,wn_world
134667,134667,451955,20140807,2014,8,7,RUSGOVMED,RUS,GOV,MED,RUS,RUS,,,10,1,0,0,,NA,NA,,,,53e36bb3bfd1097975fa0c42_6,http://www.buenosairesherald.com/article/166514/portuguese-bank-woes-weigh-on-european-equities,buenosairesherald
407002,407002,718490,20150127,2015,1,27,NLDMED,NLD,MED,,EGY,EGY,,,10,1,0,0,"ID_TORTURE,1;CIVIL_SOCIETY,1",30.06263,31.24967,Cairo,Muḩāfaz̧at al Qāhirah,Arab Republic of Egypt,54c81c28ee64792a61162627_5,http://www.menafn.com/1094087307/Egypt-25-January-anniversary-25-journalists-abused-Journalists-Against-Torture?src=RSS,menafn_egypt
1561467,1561467,1976972_v1.2.0,20160215,2016,2,15,USAGOV,USA,GOV,,RUS,RUS,,,25,2,0,-0.3,,60,100,Russian Federation,,RUS,56c1ba13421aa952141ebae7_3;56c137b6421aa92760cca507_0;56c1b2da421aa952167a2872_1;56c14d35421aa9279ebe09fc_3;56c1c141421aa95bcf844df9_4;56c17153421aa93b795c5aae_2;56c17157421aa93b7f3c467f_3,http://article.wn.com/view/2016/02/15/Support_in_Russia_for_Syria_strikes_slips_but_59_percent_sti_9/;http://www.rferl.org/content/russia-united-states-obama-putin-syria/27552286.html;http://article.wn.com/view/2016/02/15/Obama_urges_Putin_to_stop_bombing_Syria_rebels/;http://article.wn.com/view/2016/02/15/Obama_urges_Russia_to_stop_bombing_moderate_Syria_rebels/;http://article.wn.com/view/2016/02/15/obama_urges_russia_to_stop_bombing_aposmoderate_apos_syria_r/;http://article.wn.com/view/2016/02/15/Before_limited_ceasefire_gets_effect_Obama_urges_Putin_to_ha/;http://article.wn.com/view/2016/02/15/Obama_urges_Russia_to_stop_bombing_moderate_Syria_rebels_b/,wn_world;rfe;wn_world;wn_world;wn_world;wn_world;wn_world
1816689,1816689,2232278_v1.2.0,20160510,2016,5,10,USA,USA,,,PAK,PAK,,,43,4,1,2.8,,31.54972,74.34361,Lahore,Punjab,PAK,57314452421aa906a4c10966_2,http://feedproxy.google.com/~r/TheNewsInternational-National/~3/gvL9FrF9UiU/118816-Pakistans-culture-defines-its-humanity-Maleeha-Lodhi,int_the_news_national
1247967,1247967,1623877_v0.2.0,20151030,2015,10,30,TWN,TWN,,,NLD,NLD,,,180,18,4,-9,,25.04776,121.53185,Taipei,Taipei,TWN,5636dbc2421aa97c4e9e30bc_1,http://article.wn.com/view/2015/10/30/China_Refuses_to_Participate_in_Hearings_on_S_China_Sea_Disp/,wn_asia
1587308,1587308,2002821_v1.2.0,20160223,2016,2,23,IND,IND,,,AFGCVL,AFG,CVL,,172,17,4,-5,"SECURITY_SERVICES,1",41.66667,21.75,Republic of Macedonia,,MKD,56cbb70a421aa973e9696340_4,http://article.wn.com/view/2016/02/23/Migrant_tensions_rise_at_the_MacedonianGreek_border/,wn_europe
684850,684850,998527_v0.2.0,20150506,2015,5,6,SAU,SAU,,,YEMGOV,YEM,GOV,,190,19,4,-10,,24.68773,46.72185,Riyadh,Minţaqat ar Riyāḑ,SAU,554a5bf3421aa91c5cf18b1d_4,http://www.iol.co.za/houthi-shells-kill-five-in-saudi-town-1.1854802,southaf_iol
644595,644595,958257_v0.2.0,20150422,2015,4,22,PHL,PHL,,,IGOSEAASN,IGO,,SEA;ASN,10,1,0,0,,NA,NA,,,,5536ba5d421aa94e9baff634_1,http://globalnation.inquirer.net/121123/govt-rules-out-backchanneling-talks-in-sea-dispute-with-china,phil_inquirer
1760350,1760350,2175918_v1.2.0,20160419,2016,4,19,USAMIL,USA,MIL,,AZE,AZE,,,51,5,1,3.4,"ACTIVISM,1",40.5,47.5,Republic of Azerbaijan,,AZE,5716b2d5421aa955e4821331_0,http://www.voanews.com/content/us-welcomes-azerbaijan-decision-allow-activist-to-travel/3292908.html,voa_all
818121,818121,1131839_v0.2.0,20150616,2015,6,16,USAEDU,USA,EDU,,USA,USA,,,174,17,4,-5,,40.71427,-74.00597,New York City,New York,USA,55809b9c421aa94f564d934d_0,http://www.sfgate.com/news/article/Expired-rent-laws-dominate-NY-lawmaker-s-push-to-6330711.php,sfgate_national
1733308,1733308,2148867_v1.2.0,20160410,2016,4,10,USA,USA,,,MED,,,,10,1,0,0,,NA,NA,,,,5709b452421aa9122984d06f_1;5709b44d421aa912129035a4_3;570a812e421aa9618707fe76_6,http://article.wn.com/view/2016/04/10/Jets_get_Clady_from_Broncos_to_replace_Ferguson_l/;http://article.wn.com/view/2016/04/10/Jets_get_Clady_from_Broncos_to_replace_Ferguson_p/;http://article.wn.com/view/2016/04/10/Russia_Remains_Leader_in_Solving_Global_Issues_Foreign_Minis/,wn_americas;wn_world;wn_politics
299407,299407,420094_v0.2.0,20141106,2014,11,6,AFG,AFG,,,IGOWSTNAT,IGO,,WST;NAT,42,4,1,1.9,"NAMED_TERROR_GROUP,22",33,66,Islamic Republic of Afghanistan,,AFG,545bc71ebfd10923a946d85b_1,http://feedproxy.google.com/~r/com/YEor/~3/_hhAN14rwBY/story01.htm,int_the_news_latest
1475318,1475318,1860461_v0.2.0,20160114,2016,1,14,KOR,KOR,,,KORGOV,KOR,GOV,,42,4,1,1.9,,37.566,126.9784,Seoul,Seoul,KOR,56970d23421aa946bfa74058_2;56971bb8421aa946bd9cc52c_2;5696fe94421aa93cde93c3c1_2;569705db421aa946c1747ce1_2;5696efe6421aa93cdc26f131_2,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFQLYk4zT2j4ZuDH5WcI0_t5QILGA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779029591366&ei=-gyXVuiYJIOT3AH8vpb4Aw&url=http://www.reuters.com/article/us-northkorea-nuclear-southkorea-china-idUSKCN0US00320160114;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFQLYk4zT2j4ZuDH5WcI0_t5QILGA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779029591366&ei=khuXVqjLKNOV3QG6uoC4Cg&url=http://www.reuters.com/article/us-northkorea-nuclear-southkorea-china-idUSKCN0US00320160114;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFQLYk4zT2j4ZuDH5WcI0_t5QILGA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779029591366&ei=X_6WVtCGA8XJ3gHO3oHYBg&url=http://www.reuters.com/article/us-northkorea-nuclear-southkorea-china-idUSKCN0US00320160114;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFQLYk4zT2j4ZuDH5WcI0_t5QILGA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779029591366&ei=rgWXVoCyGcXJ3gHO3oHYBg&url=http://www.reuters.com/article/us-northkorea-nuclear-southkorea-china-idUSKCN0US00320160114;http://feeds.reuters.com/~r/Reuters/worldNews/~3/oGRQ_1e3WsQ/story01.htm,google;google;google;google;reuters
1804102,1804102,2219685_v1.2.0,20160504,2016,5,4,IGOEUREEC,IGO,,EUR;EEC,TUR,TUR,,,13,1,0,0.4,,39,35,Republic of Turkey,,TUR,5729e111421aa943bd40a7de_6,http://www.sfgate.com/news/world/article/The-Latest-Paris-police-protesters-scuffle-over-7392044.php,sfgate_national
1438670,1438670,1823801_v0.2.0,20160104,2016,1,4,IRNGOV,IRN,GOV,,SAU,SAU,,,111,11,3,-2,,32,53,Islamic Republic of Iran,,IRN,5689aec6421aa96c7000b142_3;5689a02c421aa96c7e549184_3,http://dc.asianage.com/international/rouhani-and-khamenei-lash-out-saudi-action-355;http://www.asianage.com/international/rouhani-and-khamenei-lash-out-saudi-action-355,asianage_int;asianage_int
1336281,1336281,1701585_v0.2.0,20151125,2015,11,25,TUR,TUR,,,IGOEUREECGOV,IGO,,EUR;EEC;GOV,10,1,0,0,"EUROPEAN_UNION,1",39.91987,32.85427,Ankara,Ankara,TUR,5655d26c421aa9424c9eda5c_0,http://www.hurriyetdailynews.com/days-before-summit-turkey-eu-face-big-hurdles-to-migration-deal.aspx?pageID=238&nid=91674&NewsCatID=510,hurriyet
453104,453104,757826,20150207,2015,2,7,LBN,LBN,,,EGYGOV,EGY,GOV,,46,4,1,7,"ID_EXTREMISM,1",27,30,Arab Republic of Egypt,,Arab Republic of Egypt,54d5efcaee64790757c82207_0,http://www.menafn.com/1094096928/Egypt-AlSisi-Lebanese-Mufti-meet-amid-turmoil-in-Arab-region&src=RSS,menafn_lebanon
179122,179122,489681,20140826,2014,8,26,RUS,RUS,,,UKR,UKR,,,120,12,3,-4,,NA,NA,,,,53fc5cc9bfd1094fb7ceb599_2;53fc6010bfd1094f9eceb59a_2;53fc799bbfd109526c32e0d9_2,http://feeds.reuters.com/~r/Reuters/worldNews/~3/k_spQ6B8Nmg/story01.htm;http://www.thestar.com.my/News/World/2014/08/26/Dispute-over-captured-Russian-soldiers-before-PutinPoroshenko-talks;http://sunnewsonline.com/new/?p=78819,reuters;malstar_world;nigeria_sunnews
1652123,1652123,2067657_v1.2.0,20160316,2016,3,16,RUS,RUS,,,TJK,TJK,,,10,1,0,0,,36.98538,70.71121,Tājik,Badakhshān,AFG,56e974ea421aa95341d41d1e_1,http://www.tolonews.com/en/afghanistan/24260-russia-tajikistan-launch-joint-military-exercise-near-afghan-border,tolo
1364606,1364606,1729918_v0.2.0,20151204,2015,12,4,TURGOV,TUR,GOV,,RUSMIL,RUS,MIL,,10,1,0,0,,39,35,Republic of Turkey,,TUR,5661cb79421aa956e32feee8_4,http://article.wn.com/view/2015/12/04/Turkey_wont_be_brought_to_its_knees_by_Russian_sanctions_Tur/,wn_asia
1857777,1857777,2273380_v1.2.0,20160524,2016,5,24,USAUAFJUD,USA,,UAF;JUD,USA,USA,,,172,17,4,-5,"DRUGS,2",42.26676,-72.66898,Easthampton,Massachusetts,USA,5744d4e5421aa92dc0b8291f_6,http://article.wn.com/view/2016/05/24/Tobacco_Distributors_Plead_Guilty_to_MultiMillion_Dollar_Tax/,wn_politics
463944,463944,623280_v0.2.0,20150209,2015,2,9,IGOUNO,IGO,,UNO,SAUGOV,SAU,GOV,,61,6,2,6.4,,NA,NA,,,,54db8760ee647975d7e2a0ac_1,http://article.wn.com/view/2015/02/09/Read_Out_of_the_SecretaryGeneral_s_meeting_with_H_H_Sheikh_A/,wn_world
